"muestra_mle_vasicek","muestra_em_vasicek","muestra_mle_mbg","muestra_em_mbg"
"0.00270284975870941","0.108792050334987",0.0783339290374328,"0.0327358277449948"
"-0.101187892690942","-0.0823581332185896",0.0631098438549817,"-0.00731128088734024"
"0.0311137930231043","-0.0894811754556051",0.0921103743252509,"0.023637849778728"
"0.026718027674705","0.068762189365582",-0.00592013232295346,"0.184765620425757"
"0.11875383436922","0.242181583420374",0.0115248925605538,"-0.0381335646792081"
"0.0655596814598461","-0.251603756273242",-0.0173688398649588,"0.12821459911932"
"0.00518451776142724","0.0282875735865069",-0.0581444295361452,"-0.0188336838263338"
"-0.00522973092347877","0.0567641569715443",0.00545440444566703,"0.152990082009062"
"0.0384083430735884","0.00417507071158227",-0.0663096778154176,"-0.060723662597494"
"-0.0562379666491401","0.365753341245848",0.000201428463682947,"-0.0719759924605808"
"0.00668080914897924","0.179589673083507",0.0454709865011964,"0.116354225843898"
"0.0223625111132971","-0.0763625265164913",0.0489492225003162,"0.108906662856915"
"0.0348797618580578","-0.0893182040821481",-0.0768277459313371,"0.18756615579812"
"-0.0718853042870042","0.130549812407089",-0.075928730554059,"-0.217763646597954"
"0.0926727632895396","0.143885647811118",-0.0622701936204982,"0.0647331803311812"
"0.044494838624852","0.102755974753117",0.0279145540687376,"-0.0444550498803757"
"0.158881713355419","-0.086387380122041",-0.120347212073412,"0.0358937416617408"
"-0.119775603506405","0.0770077723480757",0.0227346651076184,"-0.0658480671618203"
"-0.0373778668413651","-0.0109758407900643",-0.0108378365287702,"0.0112927826744777"
"-0.108652168309112","0.264274222903748",0.00298359722271522,"0.135760600886376"
"-0.0266796577266267","-0.122129650192341",0.0366757705237756,"0.0720040465798679"
"0.0196544111382063","0.00466247069905175",0.0624482583149004,"0.0480320457136343"
"0.107896026858706","-0.146437068679078",-0.0270024339644131,"-0.0412413694960601"
"-0.0280983702839472","-0.14032129650932",0.00962949015245834,"0.000833291383180607"
"-0.0759580038306579","0.000585993850973333",-0.0491408310738556,"-0.0393189693094117"
"-0.0194794739493083","-0.0333467397017494",0.113745844186733,"0.127245543162408"
"0.0393577109165331","-0.0712697455862304",-0.0580807377751833,"0.244216084614436"
"0.0115275829916434","0.221387566126291",-0.00566962532202009,"0.208237975587212"
"0.0835502642010722","0.0124995595006948",-0.082085029790126,"-0.121174425984592"
"-0.0189426080628633","0.188385875795007",0.0383981273988919,"0.0276549367254645"
"-0.104451808824775","-0.140174874152778",-0.00160058876948109,"0.0687602794508805"
"0.0602987654538609","-0.0350889410920986",0.0810452596195565,"-0.101583552571233"
"-0.0705413009195784","-0.200561976702716",0.0520661937146705,"-0.138122912598253"
"0.0390986617404792","0.205841878187129",-0.153384708623657,"0.258511668807143"
"0.0325413420628752","-0.140194284419607",-0.0288739850232775,"0.11908732226842"
"0.0234135193611389","0.21060641484656",0.027929401552769,"0.108109724182422"
"0.109247351590179","-0.141599606467439",0.163116557911708,"0.121565870375936"
"-0.0130638810993126","-0.0134996206536484",0.0788035646513464,"0.0524424943184377"
"-0.0832837330076041","-0.410734526260594",0.0183806124619747,"0.044452395832967"
"0.0040225074090142","-0.0352665858338712",-0.00259414228632267,"-0.287000220296545"
"-0.0147009736379143","0.0021063556854531",0.00876132814470136,"0.0845582603535345"
"0.040245313014072","-0.274155386185264",0.0522623694901448,"-0.0139907848478326"
"0.10359137246923","-0.041116249100014",0.014182139387351,"0.167062587956409"
"-0.114598103992943","-0.0495196350578415",-0.0481938520319234,"-0.21635216618358"
"-0.0135544714309715","-0.262798369235269",-0.0887840218110845,"-0.0999035906610936"
"0.00445927301482294","0.128369848703327",0.0207176106225623,"0.269146419027062"
"0.0348363080916104","-0.173265001568296",-0.00244220006169771,"-0.142678324689467"
"-0.0441593979445744","-0.0312806045321087",0.117027240868455,"-0.0106425965938132"
"0.0247511109108947","0.0806097372358813",-0.0649288910852213,"0.0716250649823661"
"0.0241709564314417","-0.0750620536713669",0.0624393420094472,"0.0871099283193212"
"-0.000784092425811327","",0.01071151254783,"-0.102044297561629"
"-0.00788574685083906","",-0.150922600425091,""
"0.0929511618028418","",-0.00998182621438405,""
"0.0427084945382354","",0.0100848757180392,""
"0.123983413365762","",-0.00234726656492416,""
"-0.0170497813881752","",-0.00853989838997096,""
"-0.0788702478207133","",-0.00661869732434554,""
"-0.0250766537994385","",0.013554755883137,""
"0.00617226219332725","",-0.0437557201906282,""
"-0.0151071591261442","",0.0381651344955016,""
"-0.026098536310961","",-0.0184629613388551,""
"-0.0999521325949552","",0.0998055450044619,""
"-0.050525319599364","",-0.00845366706419073,""
"-0.0694711833581454","",-0.00160222032592849,""
"0.0195382730680487","",0.0772125776226342,""
"0.0218505031327843","",-0.0363208067233365,""
"0.0975712330334295","",0.018822571907496,""
"-0.0208821134608377","",-0.10545364648617,""
"0.0601017330504416","",-0.00459335687594847,""
"-0.030371588754271","",-0.175995160153228,""
"-0.0960020498791816","",-0.0457695616594539,""
"0.0275376416566414","",0.0235441928770287,""
"-0.0329242984924408","",-0.00279970761591162,""
"-0.0528880297718438","",-0.0267238807397844,""
"-0.0479505939148583","",0.0398868642230375,""
"0.0690444785940878","",0.0409543712936701,""
"0.099648887212949","",-0.0280966007917695,""
"0.0638391227626326","",-0.0209056362353919,""
"-0.0173106844436642","",-0.0238669885802662,""
"-0.0829975685990939","",-0.0718919807556131,""
"0.0141050434148048","",-0.0198984491252885,""
"0.0705609609912749","",0.0114709278142897,""
"0.0530677136864726","",0.0357653461456587,""
"0.0199316903281591","",0.116864958159349,""
"0.0140824981221074","",-0.0281992891911755,""
"-0.0534619530708533","",0.0831780201819248,""
"0.0281250197368649","",0.112496742955926,""
"0.00353599823051932","",-0.101724420912756,""
"0.00430757516061652","",-0.0703567985209289,""
"-0.0127988053808727","",-0.0844632668928916,""
"-0.0733862348963948","",-0.0336601429633147,""
"-0.0375635784581664","",0.019611963999046,""
"0.0485474211330684","",0.0334389841901169,""
"0.00246696915496976","",0.0413731453781872,""
"0.000928204025840498","",0.0584107655691791,""
"-0.011807358093845","",-0.0572852644996018,""
"0.0887588372313276","",-0.00228546694891789,""
"0.00117147540659214","",0.0428431118471991,""
"0.0157921555716882","",0.0730488551322225,""
"0.00945647988778049","",0.0250886375184484,""
"-0.0610424225363351","",0.00374057315872698,""
"-0.00421216065870492","",0.180805152436975,""
"0.0815553706000081","",-0.162478419883127,""
"0.0290325086662554","",0.0741026594707692,""
"-0.092018553991321","",-0.0403108715260485,""
"0.0049013676476461","",0.0429858209418807,""
"0.0354819212239817","",-0.0427279234261551,""
"-0.00474954588768279","",0.0416458594035918,""
"0.0496014511902498","",0.0370497375849343,""
"-0.0109424256275945","",0.0070499726029176,""
"-0.0666230361796096","",-0.142089722003402,""
"0.0462270964947427","",0.0983933242712649,""
"0.0166457334063036","",0.0127505431519189,""
"0.0344529169333791","",0.102688461955932,""
"0.0659745157291387","",-0.0755883980188244,""
"0.0125164439228911","",0.0224479362362817,""
"-0.103270327880156","",0.0718226238749622,""
"0.00767061305490519","",0.0956178507093078,""
"-0.103767399941975","",-0.0587323737155782,""
"-0.0336534894347017","",0.0593283156982265,""
"0.0604370011407685","",0.0576671582130973,""
"-0.109041805123931","",0.0787868821030309,""
"0.00673779551355264","",-0.0846102014009302,""
"-0.0385727986813766","",0.0416016052225024,""
"-0.0190875832070884","",0.0286998586617995,""
"0.0618643213311301","",-0.021175120941376,""
"0.0288983752230484","",-0.06180420467336,""
"0.0820297782395862","",0.0425653133709911,""
"-0.0718137718778831","",0.0237272945975164,""
"-0.0550998109167961","",-0.00484332799126723,""
"-0.0478442982377367","",0.10493668978714,""
"-0.00821530651919124","",0.137003169666584,""
"-0.0634865800499439","",0.0181088900297462,""
"-0.0519570410809995","",-0.0628323230362573,""
"-0.0617597532832832","",-0.0178476168365236,""
"0.0382965527120575","",0.0316777778574078,""
"0.034778000301545","",0.0823733837789736,""
"0.0580765598610671","",-0.0292198383071474,""
"0.168669915092849","",-0.0250281561050508,""
"-0.0114233273699187","",-0.0302880674386545,""
"0.0434110469250132","",-0.134517976345202,""
"0.207000609287661","",0.0341458719865311,""
"0.0355266106104035","",-0.037500591957158,""
"-0.00437379351302523","",-0.0744528926657819,""
"-0.061626067077881","",0.0173905974768494,""
"-0.0346385174398083","",-0.0832563671911388,""
"-0.107016527992198","",-0.0172599569123939,""
"-0.0996450710250371","",0.0253447196434057,""
"-0.0256650183482546","",0.0255004295534069,""
"0.0202339545921233","",0.0549762092769242,""
"0.00256200022497078","",0.0326205961778543,""
"-0.0247158517838626","",0.0214630071456882,""
"-0.115288524429604","",0.00893476478815487,""
"0.0417738801544062","",-0.0041035188316037,""
"0.029127340003958","",0.0380176410256538,""
"0.102449531368541","",-0.0697875049374195,""
"-0.117631293011612","",0.0323397401380885,""
"-0.0181767250392985","",-0.0565195006062941,""
"0.110922142707321","",0.0269646928980298,""
"0.00737741294651588","",-0.0314013049476808,""
"0.0877234795249776","",0.012995945712789,""
"0.0363897717498501","",-0.069233536121948,""
"0.00864975375563352","",-0.0178048346471996,""
"0.0579360842426323","",-0.138769946088365,""
"-0.114122730866972","",-0.0104283892646181,""
"-0.0215390603301423","",-0.101482701078312,""
"0.038420456163315","",0.115735365369828,""
"0.0849906800936139","",0.0240835828132944,""
"0.0486248561423323","",0.00231312340993673,""
"0.0122768653090983","",0.0141956202034081,""
"0.0722804771134461","",-0.0998149703516173,""
"0.000878646282266148","",0.0525113653249449,""
"-0.0700459159510243","",0.0977642476283852,""
"-0.00159461745916591","",0.0694513602087622,""
"-0.0103723763225372","",0.0370799349356682,""
"0.0234515836375365","",0.0710047399975615,""
"-0.0241337743725946","",-0.0643500055547233,""
"0.0413791750867992","",0.185639377657892,""
"0.130632229112873","",0.0253983896806853,""
"-0.113857746610522","",-0.0645340835696311,""
"0.0370143837960125","",-0.125094378302353,""
"-0.0458026181784604","",-0.0698312123213539,""
"-0.039871690576314","",0.0373437986810364,""
"-0.115097382083969","",0.029357696413723,""
"-0.0164317789528423","",-0.0446268874672603,""
"0.0212064586710672","",-0.0469460819417823,""
"-0.0904430725709242","",-0.021354981227066,""
"0.1228555724094","",-0.00528203381807073,""
"-0.0481332715110853","",0.0539185756230334,""
"-0.144411570242126","",-0.0595649972925841,""
"-0.00722767365022784","",0.172978585757486,""
"0.149042860277127","",0.0336514929219829,""
"0.101162720464452","",-0.025404395586152,""
"0.0809548199066955","",-0.0165813847536941,""
"0.0499989965755862","",-0.0419166038392021,""
"0.0292441803527142","",0.123464102388543,""
"-0.027761503351116","",-0.0437078258202925,""
"-0.0955533866889534","",-0.125785246521821,""
"-0.140873487103642","",-0.107278007341368,""
"-0.0746953310180458","",0.00769152224576307,""
"-0.112977838663955","",0.0548325113804639,""
"-0.0626068316104841","",0.0842742352919758,""
"0.0461660948056325","",-0.00141555931841189,""
"-0.0560646284416296","",0.0950371533229419,""
"-0.0974947634064602","",0.0257551211542828,""
"-0.0616123701811699","",-0.0213699509945058,""
"-0.108882456951173","",0.0128282809613762,""
"0.0509360644141956","",0.0491070886798252,""
"-0.0951718948733138","",0.0946210620201841,""
"-0.00922062898044063","",-0.0561346856328298,""
"0.0367216974794197","",0.0335326294504238,""
"0.0761435895219676","",0.065255878452833,""
"0.120021719376487","",-0.0371719619777953,""
"-0.111549812028553","",-0.0100425239246459,""
"0.0585907729610184","",-0.0877304935673048,""
"-0.0352694268297744","",-0.024151511614885,""
"-0.0114440547633592","",-0.0591541713544315,""
"0.0917278009986977","",0.0119918067747659,""
"-0.0384753924917398","",0.0353694217441447,""
"0.0430528446965609","",-0.0452022425479229,""
"-0.00592897455361464","",-0.105399162356406,""
"-0.0310579567930836","",-0.0963341772982262,""
"0.0893969060424355","",0.0443283984590622,""
"-0.0142317856597226","",0.0727990452245313,""
"-0.0134663544843063","",0.0805135337714906,""
"0.0441311926358137","",-0.00908986926257683,""
"0.0579973347210991","",-0.0422667937918565,""
"-0.0585164696263499","",-0.0790804588256029,""
"0.0726801398981786","",-0.0346442505243107,""
"-0.0402963097903613","",0.025331609128683,""
"-0.0561760621297198","",-0.0719053024242906,""
"-0.147856529688485","",-0.0330881710965083,""
"-0.00922010511514917","",0.030040744009208,""
"0.0200867788430941","",-0.0530309821770852,""
"-0.044834088779102","",-0.176835267469992,""
"0.0787184100069347","",-0.0726423774841674,""
"0.0393005485129869","",-0.00542750493080568,""
"0.00633109966333282","",-0.00789866513584388,""
"0.114558553789729","",-0.036723496910028,""
"-0.0952126312312338","",-0.0573113489134807,""
"0.0181017289735455","",0.0642858397905324,""
"0.0535945012162824","",0.00339372580473031,""
"-0.0630772767027625","",0.0806495998770385,""
"-0.0162774687575617","",-0.11542045084753,""
"-0.00353973291765772","",-0.0219909588997628,""
"-0.0282010612114268","",0.06971669058486,""
"0.00441674769251803","",-0.0537320940471137,""
"-0.00980192109728494","",0.00642138514333068,""
"-0.0526791812802354","",0.119932265985537,""
"","",-0.0713239347334394,""
"","",-0.0277297655178191,""
"","",0.0229326585653309,""
